May 6, 2023   17:01:35
Cyclic Voltammetry
File: d:\Data Source:  Experiment
Instrument Model:  CHI750E
Header: 
Note: 

Init E (V) = -0.25
High E (V) = 0.9
Low E (V) = -0.25
Init P/N = P
Scan Rate (V/s) = 0.05
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001

Results:

Channel 1:
Segment 1:
Ep = 0.615V
ip = -7.858e-5A
Ah = -2.018e-4C

Segment 2:
Ep = 0.460V
ip = 1.053e-4A
Ah = 2.434e-4C

Ep = -0.221V
ip = 3.650e-4A
Ah = 6.124e-4C

Segment 3:
Ep = 0.628V
ip = -8.429e-5A
Ah = -2.183e-4C

Segment 4:
Ep = 0.467V
ip = 9.856e-5A
Ah = 2.237e-4C

Ep = -0.222V
ip = 3.813e-4A
Ah = 6.574e-4C

Segment 5:
Ep = 0.628V
ip = -8.341e-5A
Ah = -2.131e-4C

Segment 6:
Ep = 0.471V
ip = 9.986e-5A
Ah = 2.165e-4C

Ep = -0.222V
ip = 3.805e-4A
Ah = 6.585e-4C

Potential/V, Current/A

-0.250, 1.609e-5
-0.249, -7.063e-6
-0.248, -3.151e-5
-0.247, -5.268e-5
-0.246, -7.140e-5
-0.245, -8.809e-5
-0.244, -1.028e-4
-0.243, -1.159e-4
-0.242, -1.276e-4
-0.241, -1.381e-4
-0.240, -1.477e-4
-0.239, -1.563e-4
-0.238, -1.640e-4
-0.237, -1.711e-4
-0.236, -1.775e-4
-0.235, -1.834e-4
-0.234, -1.888e-4
-0.233, -1.937e-4
-0.232, -1.982e-4
-0.231, -2.025e-4
-0.230, -2.065e-4
-0.229, -2.102e-4
-0.228, -2.136e-4
-0.227, -2.168e-4
-0.226, -2.200e-4
-0.225, -2.229e-4
-0.224, -2.258e-4
-0.223, -2.285e-4
-0.222, -2.311e-4
-0.221, -2.337e-4
-0.220, -2.362e-4
-0.219, -2.385e-4
-0.218, -2.409e-4
-0.217, -2.431e-4
-0.216, -2.453e-4
-0.215, -2.474e-4
-0.214, -2.495e-4
-0.213, -2.516e-4
-0.212, -2.537e-4
-0.211, -2.558e-4
-0.210, -2.579e-4
-0.209, -2.598e-4
-0.208, -2.619e-4
-0.207, -2.640e-4
-0.206, -2.660e-4
-0.205, -2.682e-4
-0.204, -2.704e-4
-0.203, -2.724e-4
-0.202, -2.745e-4
-0.201, -2.766e-4
-0.200, -2.787e-4
-0.199, -2.809e-4
-0.198, -2.831e-4
-0.197, -2.853e-4
-0.196, -2.875e-4
-0.195, -2.897e-4
-0.194, -2.919e-4
-0.193, -2.941e-4
-0.192, -2.963e-4
-0.191, -2.986e-4
-0.190, -3.008e-4
-0.189, -3.032e-4
-0.188, -3.056e-4
-0.187, -3.079e-4
-0.186, -3.103e-4
-0.185, -3.128e-4
-0.184, -3.151e-4
-0.183, -3.175e-4
-0.182, -3.198e-4
-0.181, -3.221e-4
-0.180, -3.244e-4
-0.179, -3.267e-4
-0.178, -3.289e-4
-0.177, -3.309e-4
-0.176, -3.329e-4
-0.175, -3.350e-4
-0.174, -3.368e-4
-0.173, -3.386e-4
-0.172, -3.404e-4
-0.171, -3.419e-4
-0.170, -3.433e-4
-0.169, -3.445e-4
-0.168, -3.456e-4
-0.167, -3.466e-4
-0.166, -3.474e-4
-0.165, -3.481e-4
-0.164, -3.486e-4
-0.163, -3.489e-4
-0.162, -3.490e-4
-0.161, -3.489e-4
-0.160, -3.487e-4
-0.159, -3.485e-4
-0.158, -3.478e-4
-0.157, -3.471e-4
-0.156, -3.462e-4
-0.155, -3.451e-4
-0.154, -3.440e-4
-0.153, -3.432e-4
-0.152, -3.416e-4
-0.151, -3.400e-4
-0.150, -3.381e-4
-0.149, -3.362e-4
-0.148, -3.343e-4
-0.147, -3.322e-4
-0.146, -3.302e-4
-0.145, -3.279e-4
-0.144, -3.257e-4
-0.143, -3.234e-4
-0.142, -3.212e-4
-0.141, -3.190e-4
-0.140, -3.169e-4
-0.139, -3.146e-4
-0.138, -3.124e-4
-0.137, -3.102e-4
-0.136, -3.081e-4
-0.135, -3.062e-4
-0.134, -3.044e-4
-0.133, -3.027e-4
-0.132, -3.010e-4
-0.131, -2.994e-4
-0.130, -2.979e-4
-0.129, -2.965e-4
-0.128, -2.953e-4
-0.127, -2.942e-4
-0.126, -2.931e-4
-0.125, -2.922e-4
-0.124, -2.915e-4
-0.123, -2.908e-4
-0.122, -2.902e-4
-0.121, -2.898e-4
-0.120, -2.894e-4
-0.119, -2.891e-4
-0.118, -2.889e-4
-0.117, -2.888e-4
-0.116, -2.888e-4
-0.115, -2.888e-4
-0.114, -2.889e-4
-0.113, -2.890e-4
-0.112, -2.891e-4
-0.111, -2.893e-4
-0.110, -2.896e-4
-0.109, -2.900e-4
-0.108, -2.905e-4
-0.107, -2.908e-4
-0.106, -2.912e-4
-0.105, -2.915e-4
-0.104, -2.919e-4
-0.103, -2.923e-4
-0.102, -2.930e-4
-0.101, -2.934e-4
-0.100, -2.937e-4
-0.099, -2.939e-4
-0.098, -2.942e-4
-0.097, -2.943e-4
-0.096, -2.946e-4
-0.095, -2.948e-4
-0.094, -2.948e-4
