May 6, 2023   15:54:01
Cyclic Voltammetry
File: d:\Data Source:  Experiment
Instrument Model:  CHI750E
Header: 
Note: 

Init E (V) = -0.25
High E (V) = 0.9
Low E (V) = -0.25
Init P/N = P
Scan Rate (V/s) = 0.05
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4

Results:

Channel 1:
Segment 1:

Segment 2:

Segment 3:

Segment 4:

Segment 5:

Segment 6:

Potential/V, Current/A

-0.250, 2.749e-5
-0.249, 2.690e-5
-0.248, 2.644e-5
-0.247, 2.606e-5
-0.246, 2.571e-5
-0.245, 2.539e-5
-0.244, 2.509e-5
-0.243, 2.481e-5
-0.242, 2.455e-5
-0.241, 2.431e-5
-0.240, 2.408e-5
-0.239, 2.387e-5
-0.238, 2.368e-5
-0.237, 2.350e-5
-0.236, 2.333e-5
-0.235, 2.319e-5
-0.234, 2.305e-5
-0.233, 2.292e-5
-0.232, 2.280e-5
-0.231, 2.269e-5
-0.230, 2.259e-5
-0.229, 2.250e-5
-0.228, 2.241e-5
-0.227, 2.234e-5
-0.226, 2.226e-5
-0.225, 2.219e-5
-0.224, 2.213e-5
-0.223, 2.207e-5
-0.222, 2.202e-5
-0.221, 2.197e-5
-0.220, 2.193e-5
-0.219, 2.189e-5
-0.218, 2.186e-5
-0.217, 2.182e-5
-0.216, 2.179e-5
-0.215, 2.175e-5
-0.214, 2.173e-5
-0.213, 2.170e-5
-0.212, 2.168e-5
-0.211, 2.166e-5
-0.210, 2.164e-5
-0.209, 2.162e-5
-0.208, 2.160e-5
-0.207, 2.159e-5
-0.206, 2.158e-5
-0.205, 2.156e-5
-0.204, 2.155e-5
-0.203, 2.154e-5
-0.202, 2.153e-5
-0.201, 2.151e-5
-0.200, 2.151e-5
-0.199, 2.149e-5
-0.198, 2.147e-5
-0.197, 2.146e-5
-0.196, 2.145e-5
-0.195, 2.145e-5
-0.194, 2.144e-5
-0.193, 2.143e-5
-0.192, 2.142e-5
-0.191, 2.141e-5
-0.190, 2.140e-5
-0.189, 2.139e-5
-0.188, 2.138e-5
-0.187, 2.137e-5
-0.186, 2.136e-5
-0.185, 2.136e-5
-0.184, 2.135e-5
-0.183, 2.134e-5
-0.182, 2.134e-5
-0.181, 2.133e-5
-0.180, 2.132e-5
-0.179, 2.132e-5
-0.178, 2.131e-5
-0.177, 2.131e-5
-0.176, 2.131e-5
-0.175, 2.130e-5
-0.174, 2.130e-5
-0.173, 2.130e-5
-0.172, 2.130e-5
-0.171, 2.130e-5
-0.170, 2.130e-5
-0.169, 2.130e-5
-0.168, 2.131e-5
-0.167, 2.131e-5
-0.166, 2.131e-5
-0.165, 2.132e-5
-0.164, 2.133e-5
-0.163, 2.133e-5
-0.162, 2.133e-5
-0.161, 2.133e-5
-0.160, 2.133e-5
-0.159, 2.134e-5
-0.158, 2.135e-5
-0.157, 2.135e-5
-0.156, 2.136e-5
-0.155, 2.137e-5
-0.154, 2.137e-5
-0.153, 2.138e-5
-0.152, 2.139e-5
-0.151, 2.140e-5
-0.150, 2.141e-5
-0.149, 2.141e-5
-0.148, 2.142e-5
-0.147, 2.143e-5
-0.146, 2.143e-5
-0.145, 2.144e-5
-0.144, 2.145e-5
-0.143, 2.145e-5
-0.142, 2.146e-5
-0.141, 2.147e-5
-0.140, 2.147e-5
-0.139, 2.149e-5
-0.138, 2.149e-5
-0.137, 2.151e-5
-0.136, 2.151e-5
-0.135, 2.152e-5
-0.134, 2.153e-5
-0.133, 2.154e-5
-0.132, 2.155e-5
-0.131, 2.157e-5
-0.130, 2.157e-5
-0.129, 2.158e-5
-0.128, 2.159e-5
-0.127, 2.161e-5
-0.126, 2.162e-5
-0.125, 2.163e-5
-0.124, 2.164e-5
-0.123, 2.166e-5
-0.122, 2.167e-5
-0.121, 2.168e-5
-0.120, 2.170e-5
-0.119, 2.171e-5
-0.118, 2.172e-5
-0.117, 2.174e-5
-0.116, 2.175e-5
-0.115, 2.176e-5
-0.114, 2.177e-5
-0.113, 2.178e-5
-0.112, 2.179e-5
-0.111, 2.180e-5
-0.110, 2.181e-5
-0.109, 2.182e-5
-0.108, 2.183e-5
-0.107, 2.184e-5
-0.106, 2.185e-5
-0.105, 2.186e-5
-0.104, 2.187e-5
-0.103, 2.188e-5
-0.102, 2.188e-5
-0.101, 2.189e-5
-0.100, 2.189e-5
-0.099, 2.190e-5
-0.098, 2.189e-5
-0.097, 2.189e-5
-0.096, 2.189e-5
-0.095, 2.189e-5
-0.094, 2.189e-5
-0.093, 2.189e-5
-0.092, 2.188e-5
-0.091, 2.188e-5
-0.090, 2.187e-5
-0.089, 2.186e-5
-0.088, 2.186e-5
-0.087, 2.185e-5
-0.086, 2.184e-5
-0.085, 2.183e-5
-0.084, 2.182e-5
-0.083, 2.182e-5
-0.082, 2.181e-5
-0.081, 2.181e-5
-0.080, 2.180e-5
-0.079, 2.179e-5
-0.078, 2.178e-5
-0.077, 2.177e-5
-0.076, 2.175e-5
-0.075, 2.174e-5
-0.074, 2.173e-5
-0.073, 2.171e-5
-0.072, 2.170e-5
-0.071, 2.168e-5
-0.070, 2.166e-5
